utente;probability;nfeatures;fold;Linear MAE;Gaussian MAE;Polynomial MAE;Linear RMSE;Gaussian RMSE;Polynomial RMSE;Linear Spearman;Gaussian Spearman;Polynomial Spearman
http://soa4all.isoco.net/luf/users/movies13;0.9;3;7;1.0;1.1818181818181819;1.0;1.243163121016122;1.5075567228888183;1.243163121016122;0.9227272727272727;0.8863636363636364;0.9227272727272727
http://soa4all.isoco.net/luf/users/movies13;0.9;3;8;1.5454545454545454;1.3636363636363635;1.5454545454545454;1.7320508075688772;1.5075567228888183;1.7320508075688772;0.85;0.8863636363636364;0.85
http://soa4all.isoco.net/luf/users/movies13;0.9;3;9;1.8181818181818181;1.8181818181818181;1.8181818181818181;2.256304299271065;2.256304299271065;2.256304299271065;0.7454545454545455;0.7454545454545455;0.7454545454545455
http://soa4all.isoco.net/luf/users/movies13;0.8;3;0;1.3333333333333333;1.3333333333333333;1.3333333333333333;1.5275252316519468;1.5275252316519468;1.5275252316519468;0.9020979020979021;0.9020979020979021;0.9020979020979021
http://soa4all.isoco.net/luf/users/movies13;0.8;3;1;0.9166666666666666;0.9166666666666666;0.9166666666666666;1.1902380714238083;1.1902380714238083;1.1902380714238083;0.9405594405594405;0.9405594405594405;0.9405594405594405
http://soa4all.isoco.net/luf/users/movies13;0.8;3;2;1.0833333333333333;1.25;1.8333333333333333;1.3844373104863459;1.5;2.309401076758503;0.9195804195804196;0.9055944055944056;0.7762237762237763
http://soa4all.isoco.net/luf/users/movies13;0.8;3;3;1.0833333333333333;1.0833333333333333;2.0833333333333335;1.4433756729740645;1.4433756729740645;2.533114025595111;0.9125874125874126;0.9125874125874126;0.7307692307692308
http://soa4all.isoco.net/luf/users/movies13;0.8;3;4;0.8181818181818182;0.8181818181818182;0.8181818181818182;1.1677484162422844;1.1677484162422844;1.1677484162422844;0.9318181818181819;0.9318181818181819;0.9318181818181819
http://soa4all.isoco.net/luf/users/movies13;0.8;3;5;1.1818181818181819;1.1818181818181819;1.1818181818181819;1.381698559415515;1.381698559415515;1.381698559415515;0.9045454545454545;0.9045454545454545;0.9045454545454545
http://soa4all.isoco.net/luf/users/movies13;0.8;3;6;1.0909090909090908;1.2727272727272727;1.0909090909090908;1.348399724926484;1.7056057308448835;1.348399724926484;0.9090909090909091;0.8545454545454545;0.9090909090909091
