utente;Entropy;nfeatures;fold;Linear MAE;Gaussian MAE;Polynomial MAE;Linear RMSE;Gaussian RMSE;Polynomial RMSE;Linear Spearman;Gaussian Spearman;Polynomial Spearman
http://soa4all.isoco.net/luf/users/movies13;0.6;1;0;1.3333333333333333;1.1666666666666667;1.6666666666666667;1.5275252316519468;1.4142135623730951;1.9148542155126762;0.9020979020979021;0.916083916083916;0.8461538461538461
http://soa4all.isoco.net/luf/users/movies13;0.6;1;1;0.9166666666666666;1.0;1.6666666666666667;1.1902380714238083;1.224744871391589;1.8708286933869707;0.9405594405594405;0.9370629370629371;0.8531468531468531
http://soa4all.isoco.net/luf/users/movies13;0.6;1;2;1.0833333333333333;1.3333333333333333;1.4166666666666667;1.3844373104863459;1.5811388300841898;1.8929694486000912;0.9195804195804196;0.8951048951048951;0.8496503496503497
http://soa4all.isoco.net/luf/users/movies13;0.6;1;3;1.25;1.0833333333333333;2.0833333333333335;1.6583123951777;1.4433756729740645;2.4664414311581235;0.8846153846153846;0.9125874125874126;0.7447552447552448
http://soa4all.isoco.net/luf/users/movies13;0.6;1;4;1.0909090909090908;0.9090909090909091;0.8181818181818182;1.5374122295716148;1.1281521496355325;1.1677484162422844;0.8818181818181818;0.9363636363636364;0.9318181818181819
http://soa4all.isoco.net/luf/users/movies13;0.6;1;5;1.1818181818181819;1.3636363636363635;1.1818181818181819;1.381698559415515;1.5666989036012806;1.3142574813455419;0.9045454545454545;0.8772727272727273;0.9136363636363636
http://soa4all.isoco.net/luf/users/movies13;0.6;1;6;1.0909090909090908;1.1818181818181819;1.0909090909090908;1.348399724926484;1.381698559415515;1.348399724926484;0.9090909090909091;0.9045454545454545;0.9090909090909091
http://soa4all.isoco.net/luf/users/movies13;0.6;1;7;1.0;1.0;1.0;1.243163121016122;1.243163121016122;1.243163121016122;0.9227272727272727;0.9227272727272727;0.9227272727272727
http://soa4all.isoco.net/luf/users/movies13;0.6;1;8;1.3636363636363635;1.3636363636363635;1.7272727272727273;1.5075567228888183;1.5075567228888183;2.2763607319179844;0.8863636363636364;0.8863636363636364;0.740909090909091
http://soa4all.isoco.net/luf/users/movies13;0.6;1;9;1.8181818181818181;1.8181818181818181;1.8181818181818181;2.256304299271065;2.256304299271065;2.256304299271065;0.7454545454545455;0.7454545454545455;0.7454545454545455
http://soa4all.isoco.net/luf/users/movies13;0.5;2;0;1.3333333333333333;1.1666666666666667;2.0;1.5275252316519468;1.4142135623730951;2.3804761428476167;0.9020979020979021;0.916083916083916;0.7622377622377623
http://soa4all.isoco.net/luf/users/movies13;0.5;2;1;0.9166666666666666;0.8333333333333334;1.5833333333333333;1.1902380714238083;1.0;1.848422751068236;0.9405594405594405;0.958041958041958;0.8566433566433567
http://soa4all.isoco.net/luf/users/movies13;0.5;2;2;1.0833333333333333;1.4166666666666667;1.0833333333333333;1.3844373104863459;1.6583123951777;1.4433756729740645;0.9195804195804196;0.8846153846153846;0.9125874125874126
http://soa4all.isoco.net/luf/users/movies13;0.5;2;3;1.0833333333333333;1.0833333333333333;1.3333333333333333;1.4433756729740645;1.4433756729740645;1.5811388300841898;0.9125874125874126;0.9125874125874126;0.8951048951048951
http://soa4all.isoco.net/luf/users/movies13;0.5;2;4;0.8181818181818182;0.9090909090909091;1.0;1.1677484162422844;1.1281521496355325;1.3142574813455419;0.9318181818181819;0.9363636363636364;0.9136363636363636
http://soa4all.isoco.net/luf/users/movies13;0.5;2;5;1.1818181818181819;1.2727272727272727;1.1818181818181819;1.381698559415515;1.651445647689541;1.3142574813455419;0.9045454545454545;0.8636363636363636;0.9136363636363636
http://soa4all.isoco.net/luf/users/movies13;0.5;2;6;1.0909090909090908;1.0909090909090908;1.0909090909090908;1.348399724926484;1.348399724926484;1.348399724926484;0.9090909090909091;0.9090909090909091;0.9090909090909091
http://soa4all.isoco.net/luf/users/movies13;0.5;2;7;1.0;1.0;1.4545454545454546;1.243163121016122;1.243163121016122;1.8586407545691703;0.9227272727272727;0.9227272727272727;0.8272727272727273
http://soa4all.isoco.net/luf/users/movies13;0.5;2;8;1.3636363636363635;1.6363636363636365;1.5454545454545454;1.5075567228888183;1.8090680674665818;1.7320508075688772;0.8863636363636364;0.8363636363636364;0.85
http://soa4all.isoco.net/luf/users/movies13;0.5;2;9;1.8181818181818181;1.8181818181818181;1.6363636363636365;2.256304299271065;2.256304299271065;2.174229226018436;0.7454545454545455;0.7454545454545455;0.7636363636363637
http://soa4all.isoco.net/luf/users/movies13;0.4;8;0;1.3333333333333333;1.75;2.0833333333333335;1.5275252316519468;2.0207259421636903;2.3979157616563596;0.9020979020979021;0.8286713286713286;0.7587412587412588
http://soa4all.isoco.net/luf/users/movies13;0.4;8;1;0.9166666666666666;1.5;1.0833333333333333;1.1902380714238083;1.8257418583505538;1.3844373104863459;0.9405594405594405;0.8601398601398601;0.9195804195804196
http://soa4all.isoco.net/luf/users/movies13;0.4;8;2;1.0;1.25;1.0;1.2909944487358056;1.848422751068236;1.2909944487358056;0.9300699300699301;0.8566433566433567;0.9300699300699301
http://soa4all.isoco.net/luf/users/movies13;0.4;8;3;1.5833333333333333;1.0833333333333333;1.4166666666666667;1.7559422921421233;1.4433756729740645;1.8027756377319946;0.8706293706293706;0.9125874125874126;0.8636363636363636
http://soa4all.isoco.net/luf/users/movies13;0.4;8;4;0.8181818181818182;1.3636363636363635;2.0;1.1677484162422844;1.5666989036012806;2.2962419891481978;0.9318181818181819;0.8772727272727273;0.7363636363636363
http://soa4all.isoco.net/luf/users/movies13;0.4;8;5;1.1818181818181819;2.090909090909091;1.9090909090909092;1.381698559415515;2.4308621740219887;2.3159525823376357;0.9045454545454545;0.7045454545454546;0.7318181818181818
http://soa4all.isoco.net/luf/users/movies13;0.4;8;6;1.1818181818181819;1.0;1.3636363636363635;1.381698559415515;1.243163121016122;1.7837651700316894;0.9045454545454545;0.9227272727272727;0.8409090909090909
http://soa4all.isoco.net/luf/users/movies13;0.4;8;7;1.0909090909090908;1.2727272727272727;1.4545454545454546;1.4142135623730951;1.4142135623730951;1.9069251784911847;0.9;0.9;0.8181818181818181
http://soa4all.isoco.net/luf/users/movies13;0.4;8;8;1.3636363636363635;1.6363636363636365;1.0909090909090908;1.5075567228888183;2.256304299271065;1.2792042981336627;0.8863636363636364;0.7454545454545455;0.9181818181818182
http://soa4all.isoco.net/luf/users/movies13;0.4;8;9;1.8181818181818181;1.8181818181818181;1.8181818181818181;2.256304299271065;2.256304299271065;2.256304299271065;0.7454545454545455;0.7454545454545455;0.7454545454545455
http://soa4all.isoco.net/luf/users/movies13;0.30000000000000004;12;0;1.3333333333333333;1.4166666666666667;2.1666666666666665;1.5275252316519468;1.5545631755148024;2.5495097567963922;0.9020979020979021;0.8986013986013986;0.7272727272727273
http://soa4all.isoco.net/luf/users/movies13;0.30000000000000004;12;1;0.9166666666666666;1.25;1.0;1.1902380714238083;1.6072751268321592;1.224744871391589;0.9405594405594405;0.8916083916083917;0.9370629370629371
http://soa4all.isoco.net/luf/users/movies13;0.30000000000000004;12;2;1.0833333333333333;1.0833333333333333;1.75;1.3844373104863459;1.3844373104863459;2.217355782608345;0.9195804195804196;0.9195804195804196;0.7937062937062938
http://soa4all.isoco.net/luf/users/movies13;0.30000000000000004;12;3;1.0833333333333333;1.1666666666666667;1.1666666666666667;1.4433756729740645;1.5275252316519468;1.5811388300841898;0.9125874125874126;0.9020979020979021;0.8951048951048951
http://soa4all.isoco.net/luf/users/movies13;0.30000000000000004;12;4;0.8181818181818182;1.2727272727272727;1.6363636363636365;1.1677484162422844;1.651445647689541;2.174229226018436;0.9318181818181819;0.8636363636363636;0.7636363636363637
http://soa4all.isoco.net/luf/users/movies13;0.30000000000000004;12;5;1.1818181818181819;1.8181818181818181;1.7272727272727273;1.381698559415515;2.088931871468374;2.195035721390843;0.9045454545454545;0.7818181818181819;0.759090909090909
http://soa4all.isoco.net/luf/users/movies13;0.30000000000000004;12;6;1.0909090909090908;2.090909090909091;1.0909090909090908;1.348399724926484;2.354878881270658;1.348399724926484;0.9090909090909091;0.7227272727272727;0.9090909090909091
http://soa4all.isoco.net/luf/users/movies13;0.30000000000000004;12;7;1.3636363636363635;1.0;1.0909090909090908;1.7320508075688772;1.243163121016122;1.651445647689541;0.85;0.9227272727272727;0.8636363636363636
http://soa4all.isoco.net/luf/users/movies13;0.30000000000000004;12;8;1.3636363636363635;0.7272727272727273;1.1818181818181819;1.5075567228888183;1.4142135623730951;1.5666989036012806;0.8863636363636364;0.9;0.8772727272727273
http://soa4all.isoco.net/luf/users/movies13;0.30000000000000004;12;9;1.8181818181818181;1.0909090909090908;1.8181818181818181;2.256304299271065;1.4142135623730951;2.256304299271065;0.7454545454545455;0.9;0.7454545454545455
http://soa4all.isoco.net/luf/users/movies13;0.20000000000000004;23;0;1.3333333333333333;1.3333333333333333;1.75;1.5275252316519468;1.5275252316519468;1.9364916731037085;0.9020979020979021;0.9020979020979021;0.8426573426573427
http://soa4all.isoco.net/luf/users/movies13;0.20000000000000004;23;1;1.0833333333333333;0.9166666666666666;1.0;1.4433756729740645;1.1902380714238083;1.224744871391589;0.9125874125874126;0.9405594405594405;0.9370629370629371
http://soa4all.isoco.net/luf/users/movies13;0.20000000000000004;23;2;1.0833333333333333;1.5;1.0833333333333333;1.3844373104863459;1.9148542155126762;1.3844373104863459;0.9195804195804196;0.8461538461538461;0.9195804195804196
http://soa4all.isoco.net/luf/users/movies13;0.20000000000000004;23;3;1.0833333333333333;1.25;1.5;1.4433756729740645;1.5545631755148024;1.7795130420052185;0.9125874125874126;0.8986013986013986;0.8671328671328671
http://soa4all.isoco.net/luf/users/movies13;0.20000000000000004;23;4;0.8181818181818182;1.3636363636363635;2.090909090909091;1.1677484162422844;1.6787441193290353;2.467976720090587;0.9318181818181819;0.8590909090909091;0.6954545454545454
http://soa4all.isoco.net/luf/users/movies13;0.20000000000000004;23;5;1.1818181818181819;1.5454545454545454;1.8181818181818181;1.381698559415515;1.7320508075688772;2.215646837627989;0.9045454545454545;0.85;0.7545454545454545
http://soa4all.isoco.net/luf/users/movies13;0.20000000000000004;23;6;1.2727272727272727;1.1818181818181819;1.2727272727272727;1.4770978917519928;1.5075567228888183;1.651445647689541;0.8909090909090909;0.8863636363636364;0.8636363636363636
http://soa4all.isoco.net/luf/users/movies13;0.20000000000000004;23;7;1.0;1.2727272727272727;1.3636363636363635;1.243163121016122;1.4770978917519928;1.7320508075688772;0.9227272727272727;0.8909090909090909;0.85
http://soa4all.isoco.net/luf/users/movies13;0.20000000000000004;23;8;1.3636363636363635;1.6363636363636365;1.0;1.5075567228888183;2.0;1.5075567228888183;0.8863636363636364;0.8;0.8863636363636364
http://soa4all.isoco.net/luf/users/movies13;0.20000000000000004;23;9;1.8181818181818181;1.8181818181818181;1.8181818181818181;2.256304299271065;2.256304299271065;2.1320071635561044;0.7454545454545455;0.7454545454545455;0.7727272727272727
